t,r2
1.630000000000000000e+02,9.961913024913671144e-01
1.640000000000000000e+02,9.960408339223645324e-01
1.650000000000000000e+02,9.958790545673993355e-01
1.660000000000000000e+02,9.957056770984632488e-01
1.670000000000000000e+02,9.955212068710684870e-01
1.680000000000000000e+02,9.953262384144503372e-01
1.690000000000000000e+02,9.951216084192634481e-01
1.700000000000000000e+02,9.949078418074501773e-01
1.710000000000000000e+02,9.946856275226992894e-01
1.720000000000000000e+02,9.944551622175520356e-01
1.730000000000000000e+02,9.942163966694560484e-01
1.740000000000000000e+02,9.939687694806135232e-01
1.750000000000000000e+02,9.937114103148532163e-01
1.760000000000000000e+02,9.934418595961489462e-01
1.770000000000000000e+02,9.931569442385664859e-01
1.780000000000000000e+02,9.928535073313241588e-01
1.790000000000000000e+02,9.925288298186868419e-01
1.800000000000000000e+02,9.921870103231330562e-01
1.810000000000000000e+02,9.918420405138752560e-01
1.820000000000000000e+02,9.915149359040266175e-01
1.830000000000000000e+02,9.912255839373090849e-01
1.840000000000000000e+02,9.909805058806081535e-01
1.850000000000000000e+02,9.907695625589298949e-01
1.860000000000000000e+02,9.905763803451054228e-01
1.870000000000000000e+02,9.903843890746495404e-01
1.880000000000000000e+02,9.901792466249021984e-01
1.890000000000000000e+02,9.899551468864490333e-01
1.900000000000000000e+02,9.897136306281969498e-01
1.910000000000000000e+02,9.894597538233316225e-01
1.920000000000000000e+02,9.891980804537295890e-01
1.930000000000000000e+02,9.889319148691773087e-01
1.940000000000000000e+02,9.886639288104093204e-01
1.950000000000000000e+02,9.883958670313560679e-01
1.960000000000000000e+02,9.881292415359533843e-01
1.970000000000000000e+02,9.878644756087486822e-01
1.980000000000000000e+02,9.876022208149495274e-01
1.990000000000000000e+02,9.873425841591380037e-01
2.000000000000000000e+02,9.870856188029368816e-01
2.010000000000000000e+02,9.868314141178795573e-01
2.020000000000000000e+02,9.865798100938619752e-01
2.030000000000000000e+02,9.863309061662726140e-01
2.040000000000000000e+02,9.860841596802286668e-01
2.050000000000000000e+02,9.858395443087519805e-01
2.060000000000000000e+02,9.855966318553829320e-01
2.070000000000000000e+02,9.853554695371340433e-01
2.080000000000000000e+02,9.851161269569892465e-01
2.090000000000000000e+02,9.848784286544579603e-01
2.100000000000000000e+02,9.846423261494413604e-01
2.110000000000000000e+02,9.844073329581259912e-01
2.120000000000000000e+02,9.841731253846479621e-01
2.130000000000000000e+02,9.839394032398959267e-01
2.140000000000000000e+02,9.837059928646270102e-01
2.150000000000000000e+02,9.834722934194406463e-01
2.160000000000000000e+02,9.832378246720270276e-01
2.170000000000000000e+02,9.830017219767247516e-01
2.180000000000000000e+02,9.827629980042136282e-01
2.190000000000000000e+02,9.825205638068499336e-01
2.200000000000000000e+02,9.822733037411124357e-01
2.210000000000000000e+02,9.820198800056465505e-01
2.220000000000000000e+02,9.817596169889701851e-01
2.230000000000000000e+02,9.814918942919512723e-01
2.240000000000000000e+02,9.812178638359537741e-01
2.250000000000000000e+02,9.809389985124739031e-01
2.260000000000000000e+02,9.806563044619861502e-01
2.270000000000000000e+02,9.803714709203499300e-01
2.280000000000000000e+02,9.800861427113154445e-01
2.290000000000000000e+02,9.798022354599311701e-01
2.300000000000000000e+02,9.795207420001612597e-01
2.310000000000000000e+02,9.792415718122116086e-01
2.320000000000000000e+02,9.789656214995526851e-01
2.330000000000000000e+02,9.786936167362439987e-01
2.340000000000000000e+02,9.784255939453828654e-01
2.350000000000000000e+02,9.781611172556594624e-01
2.360000000000000000e+02,9.778996898145674299e-01
2.370000000000000000e+02,9.776412446914041210e-01
2.380000000000000000e+02,9.773857559356460278e-01
2.390000000000000000e+02,9.771327526358595250e-01
2.400000000000000000e+02,9.768822173426949806e-01
2.410000000000000000e+02,9.766338263983573853e-01
2.420000000000000000e+02,9.763880338536881087e-01
2.430000000000000000e+02,9.761444091990485461e-01
2.440000000000000000e+02,9.759029428234151649e-01
2.450000000000000000e+02,9.756636814800921931e-01
2.460000000000000000e+02,9.754264977975044548e-01
2.470000000000000000e+02,9.751910120460600684e-01
2.480000000000000000e+02,9.749570469896476910e-01
2.490000000000000000e+02,9.747242736569802224e-01
2.500000000000000000e+02,9.744928559194677709e-01
2.510000000000000000e+02,9.742627213977984590e-01
2.520000000000000000e+02,9.740338095464720070e-01
2.530000000000000000e+02,9.738061063720914179e-01
2.540000000000000000e+02,9.735796081557850368e-01
2.550000000000000000e+02,9.733546724682203832e-01
2.560000000000000000e+02,9.731311232836863390e-01
2.570000000000000000e+02,9.729091220471097756e-01
2.580000000000000000e+02,9.726885312514828019e-01
2.590000000000000000e+02,9.724693659946467283e-01
2.600000000000000000e+02,9.722518556280195234e-01
2.610000000000000000e+02,9.720360294528139766e-01
2.620000000000000000e+02,9.718220165708737479e-01
2.630000000000000000e+02,9.716096309460651170e-01
2.640000000000000000e+02,9.713990908977500061e-01
2.650000000000000000e+02,9.711902750326695255e-01
2.660000000000000000e+02,9.709832916858467389e-01
2.670000000000000000e+02,9.707779484519251101e-01
2.680000000000000000e+02,9.705740997245775326e-01
2.690000000000000000e+02,9.703718120877320441e-01
2.700000000000000000e+02,9.701709492395507173e-01
2.710000000000000000e+02,9.699718024832104657e-01
2.720000000000000000e+02,9.697744562813283009e-01
2.730000000000000000e+02,9.695787201002121769e-01
2.740000000000000000e+02,9.693846174677517302e-01
2.750000000000000000e+02,9.691920600563772581e-01
2.760000000000000000e+02,9.690010319102823066e-01
2.770000000000000000e+02,9.688115959410943390e-01
2.780000000000000000e+02,9.686236074403977714e-01
2.790000000000000000e+02,9.684369186967874965e-01
2.800000000000000000e+02,9.682514777363694369e-01
2.810000000000000000e+02,9.680672928267882726e-01
2.820000000000000000e+02,9.678842742243667363e-01
2.830000000000000000e+02,9.677025787505053600e-01
2.840000000000000000e+02,9.675224339915754479e-01
2.850000000000000000e+02,9.673437205763301128e-01
2.860000000000000000e+02,9.671661689084698477e-01
2.870000000000000000e+02,9.669900012238026310e-01
2.880000000000000000e+02,9.668150672782906963e-01
2.890000000000000000e+02,9.666412480883990188e-01
2.900000000000000000e+02,9.664685225115883238e-01
2.910000000000000000e+02,9.662966120972555917e-01
2.920000000000000000e+02,9.661252019916182210e-01
2.930000000000000000e+02,9.659537155430040212e-01
2.940000000000000000e+02,9.657815677857334302e-01
2.950000000000000000e+02,9.656080854175463912e-01
2.960000000000000000e+02,9.654325096531022332e-01
2.970000000000000000e+02,9.652532958468946767e-01
2.980000000000000000e+02,9.650684871256715036e-01
2.990000000000000000e+02,9.648767712246583139e-01
3.000000000000000000e+02,9.646812368137289706e-01
3.010000000000000000e+02,9.644915154939692759e-01
3.020000000000000000e+02,9.643179246087522083e-01
3.030000000000000000e+02,9.641630467766507673e-01
3.040000000000000000e+02,9.640162677924535295e-01
3.050000000000000000e+02,9.638665842655276261e-01
3.060000000000000000e+02,9.637049809976105941e-01
3.070000000000000000e+02,9.635237751794188954e-01
3.080000000000000000e+02,9.633259802626875645e-01
3.090000000000000000e+02,9.631166584636390304e-01
3.100000000000000000e+02,9.628995325920503001e-01
3.110000000000000000e+02,9.626775109323162383e-01
3.120000000000000000e+02,9.624540617470920267e-01
3.130000000000000000e+02,9.622318250586661126e-01
3.140000000000000000e+02,9.620131073626367879e-01
3.150000000000000000e+02,9.617998896626488436e-01
3.160000000000000000e+02,9.615935695196686783e-01
3.170000000000000000e+02,9.613947207648786408e-01
3.180000000000000000e+02,9.612038370422447686e-01
3.190000000000000000e+02,9.610206345870786482e-01
3.200000000000000000e+02,9.608450366447989222e-01
3.210000000000000000e+02,9.606760386916026739e-01
3.220000000000000000e+02,9.605124807486447036e-01
3.230000000000000000e+02,9.603532520214770329e-01
3.240000000000000000e+02,9.601955870396741144e-01
3.250000000000000000e+02,9.600368874055277280e-01
3.260000000000000000e+02,9.598734478820253324e-01
3.270000000000000000e+02,9.597025726485354236e-01
3.280000000000000000e+02,9.595214279113202238e-01
3.290000000000000000e+02,9.593271560139939869e-01
3.300000000000000000e+02,9.591162424664436692e-01
3.310000000000000000e+02,9.588844400341470786e-01
3.320000000000000000e+02,9.586271227941627338e-01
3.330000000000000000e+02,9.583404216418014432e-01
3.340000000000000000e+02,9.580253765373926145e-01
3.350000000000000000e+02,9.576939596783452524e-01
3.360000000000000000e+02,9.573676578240177815e-01
3.370000000000000000e+02,9.570674166347609146e-01
3.380000000000000000e+02,9.568039974915411028e-01
3.390000000000000000e+02,9.565788624863642564e-01
3.400000000000000000e+02,9.563892147872045113e-01
3.410000000000000000e+02,9.562301773889726464e-01
3.420000000000000000e+02,9.560957257033703138e-01
3.430000000000000000e+02,9.559807600907188618e-01
3.440000000000000000e+02,9.558796101437105897e-01
3.450000000000000000e+02,9.557862774751514356e-01
3.460000000000000000e+02,9.556919571228222887e-01
3.470000000000000000e+02,9.555847458955336604e-01
3.480000000000000000e+02,9.554544981127559566e-01
3.490000000000000000e+02,9.552967345205671812e-01
3.500000000000000000e+02,9.551132252262899414e-01
3.510000000000000000e+02,9.549086495504884864e-01
3.520000000000000000e+02,9.546885216264160423e-01
3.530000000000000000e+02,9.544575190146011856e-01
3.540000000000000000e+02,9.542189886928096332e-01
3.550000000000000000e+02,9.539749567330901847e-01
3.560000000000000000e+02,9.537271155781156251e-01
3.570000000000000000e+02,9.534764082242089822e-01
3.580000000000000000e+02,9.532234648620877548e-01
3.590000000000000000e+02,9.529687113155650424e-01
3.600000000000000000e+02,9.527126209912178956e-01
3.610000000000000000e+02,9.524554191561740435e-01
3.620000000000000000e+02,9.521973743715232974e-01
3.630000000000000000e+02,9.519385368549464488e-01
3.640000000000000000e+02,9.516789599110292430e-01
3.650000000000000000e+02,9.514189283173131173e-01
3.660000000000000000e+02,9.511583931977416473e-01
3.670000000000000000e+02,9.508972875982731887e-01
3.680000000000000000e+02,9.506358858515517873e-01
3.690000000000000000e+02,9.503739866679807857e-01
3.700000000000000000e+02,9.501117496476777502e-01
3.710000000000000000e+02,9.498490724134422969e-01
3.720000000000000000e+02,9.495859954829215521e-01
3.730000000000000000e+02,9.493225982666679830e-01
3.740000000000000000e+02,9.490586672988794437e-01
3.750000000000000000e+02,9.487942686662763636e-01
3.760000000000000000e+02,9.485293871003175337e-01
3.770000000000000000e+02,9.482641737651379410e-01
3.780000000000000000e+02,9.479983725357924440e-01
3.790000000000000000e+02,9.477322433817223502e-01
3.800000000000000000e+02,9.474655307496113732e-01
3.810000000000000000e+02,9.471983051108073814e-01
3.820000000000000000e+02,9.469305269376038225e-01
3.830000000000000000e+02,9.466622233980473977e-01
3.840000000000000000e+02,9.463934065490107184e-01
3.850000000000000000e+02,9.461238488493597387e-01
3.860000000000000000e+02,9.458535794474998148e-01
3.870000000000000000e+02,9.455828497037365166e-01
3.880000000000000000e+02,9.453114887642460884e-01
3.890000000000000000e+02,9.450390341231753588e-01
3.900000000000000000e+02,9.447656235155736937e-01
3.910000000000000000e+02,9.444910551680660848e-01
3.920000000000000000e+02,9.442154798695591156e-01
3.930000000000000000e+02,9.439386859792950890e-01
3.940000000000000000e+02,9.436602951121453309e-01
3.950000000000000000e+02,9.433803464787031690e-01
3.960000000000000000e+02,9.430986459159176327e-01
3.970000000000000000e+02,9.428150880548232804e-01
3.980000000000000000e+02,9.425294135367674464e-01
3.990000000000000000e+02,9.422415633645773170e-01
4.000000000000000000e+02,9.419509276303983381e-01
4.010000000000000000e+02,9.416571189230633632e-01
4.020000000000000000e+02,9.413592693493025854e-01
4.030000000000000000e+02,9.410566786045810872e-01
4.040000000000000000e+02,9.407480377246462133e-01
4.050000000000000000e+02,9.404313121948812970e-01
4.060000000000000000e+02,9.401037419882798396e-01
4.070000000000000000e+02,9.397627635419674164e-01
4.080000000000000000e+02,9.394042219259129967e-01
4.090000000000000000e+02,9.390229706254575870e-01
4.100000000000000000e+02,9.386140186145620623e-01
4.110000000000000000e+02,9.381772178203681145e-01
4.120000000000000000e+02,9.377214350561492440e-01
4.130000000000000000e+02,9.372650521571819215e-01
4.140000000000000000e+02,9.368321006377555715e-01
4.150000000000000000e+02,9.364404356430249265e-01
4.160000000000000000e+02,9.360964845754256025e-01
4.170000000000000000e+02,9.357954929298315516e-01
4.180000000000000000e+02,9.355299330684877512e-01
4.190000000000000000e+02,9.352945113721105042e-01
4.200000000000000000e+02,9.350843146428519104e-01
4.210000000000000000e+02,9.348954696137925513e-01
4.220000000000000000e+02,9.347253438185652019e-01
4.230000000000000000e+02,9.345714588593473371e-01
4.240000000000000000e+02,9.344324433488188086e-01
4.250000000000000000e+02,9.343073517912479087e-01
4.260000000000000000e+02,9.341957068502179107e-01
4.270000000000000000e+02,9.340958929036138336e-01
4.280000000000000000e+02,9.340062067474748098e-01
4.290000000000000000e+02,9.339251450666944399e-01
4.300000000000000000e+02,9.338500597607088949e-01
4.310000000000000000e+02,9.337766939587228698e-01
4.320000000000000000e+02,9.336972022723839526e-01
4.330000000000000000e+02,9.336012047569500760e-01
4.340000000000000000e+02,9.334781732149667333e-01
4.350000000000000000e+02,9.333235309132530411e-01
4.360000000000000000e+02,9.331401360363880126e-01
4.370000000000000000e+02,9.329345981856977943e-01
4.380000000000000000e+02,9.327137202138322536e-01
4.390000000000000000e+02,9.324832492193618760e-01
4.400000000000000000e+02,9.322473742034372846e-01
4.410000000000000000e+02,9.320093003632379247e-01
4.420000000000000000e+02,9.317705930432769179e-01
4.430000000000000000e+02,9.315329277239470240e-01
4.440000000000000000e+02,9.312969442829274191e-01
4.450000000000000000e+02,9.310631092485973648e-01
4.460000000000000000e+02,9.308316439704800160e-01
4.470000000000000000e+02,9.306029666134238987e-01
4.480000000000000000e+02,9.303768301058620294e-01
4.490000000000000000e+02,9.301530295348905408e-01
4.500000000000000000e+02,9.299317248536265179e-01
4.510000000000000000e+02,9.297126515480867992e-01
4.520000000000000000e+02,9.294957448951420842e-01
4.530000000000000000e+02,9.292806718597000915e-01
4.540000000000000000e+02,9.290674335504442993e-01
4.550000000000000000e+02,9.288554885597015698e-01
4.560000000000000000e+02,9.286448658986090621e-01
4.570000000000000000e+02,9.284353170885069062e-01
4.580000000000000000e+02,9.282266452131373580e-01
4.590000000000000000e+02,9.280188560122389907e-01
4.600000000000000000e+02,9.278120371530214072e-01
4.610000000000000000e+02,9.276059419095631364e-01
4.620000000000000000e+02,9.274003251050806362e-01
4.630000000000000000e+02,9.271952018788821581e-01
4.640000000000000000e+02,9.269905518305556757e-01
4.650000000000000000e+02,9.267864469377750103e-01
4.660000000000000000e+02,9.265824330783143381e-01
4.670000000000000000e+02,9.263788055571068325e-01
4.680000000000000000e+02,9.261752804631075975e-01
4.690000000000000000e+02,9.259719113978297500e-01
4.700000000000000000e+02,9.257688268027092215e-01
4.710000000000000000e+02,9.255657719296992436e-01
4.720000000000000000e+02,9.253627919445549521e-01
4.730000000000000000e+02,9.251599307715814291e-01
4.740000000000000000e+02,9.249570533676020334e-01
4.750000000000000000e+02,9.247542121424907613e-01
4.760000000000000000e+02,9.245512262176522889e-01
4.770000000000000000e+02,9.243483011020596773e-01
4.780000000000000000e+02,9.241455816230755849e-01
4.790000000000000000e+02,9.239427397734366609e-01
4.800000000000000000e+02,9.237398741772190336e-01
4.810000000000000000e+02,9.235368465821103268e-01
4.820000000000000000e+02,9.233339748176374595e-01
4.830000000000000000e+02,9.231308049368673885e-01
4.840000000000000000e+02,9.229275310206697114e-01
4.850000000000000000e+02,9.227241360458284802e-01
4.860000000000000000e+02,9.225206759895882014e-01
4.870000000000000000e+02,9.223168655528536375e-01
4.880000000000000000e+02,9.221129649014515595e-01
4.890000000000000000e+02,9.219087425891996368e-01
4.900000000000000000e+02,9.217044748014021627e-01
4.910000000000000000e+02,9.214999305912797700e-01
4.920000000000000000e+02,9.212952969717412843e-01
4.930000000000000000e+02,9.210902201001516243e-01
4.940000000000000000e+02,9.208850328771718274e-01
4.950000000000000000e+02,9.206793436665527963e-01
4.960000000000000000e+02,9.204736340968808772e-01
4.970000000000000000e+02,9.202678774164908537e-01
4.980000000000000000e+02,9.200619826418927616e-01
4.990000000000000000e+02,9.198559362473324175e-01
5.000000000000000000e+02,9.196497890470646253e-01
5.010000000000000000e+02,9.194434803712829840e-01
5.020000000000000000e+02,9.192370656521648975e-01
5.030000000000000000e+02,9.190305823499027582e-01
5.040000000000000000e+02,9.188239506004067803e-01
5.050000000000000000e+02,9.186172112104473708e-01
5.060000000000000000e+02,9.184104974313257452e-01
5.070000000000000000e+02,9.182038523742356295e-01
5.080000000000000000e+02,9.179970653602421704e-01
5.090000000000000000e+02,9.177905122760059431e-01
5.100000000000000000e+02,9.175839328171836451e-01
5.110000000000000000e+02,9.173773511015829163e-01
5.120000000000000000e+02,9.171707193094847943e-01
5.130000000000000000e+02,9.169641887098148869e-01
5.140000000000000000e+02,9.167577337515955271e-01
5.150000000000000000e+02,9.165511560236879740e-01
5.160000000000000000e+02,9.163445942783818854e-01
5.170000000000000000e+02,9.161380730170198827e-01
5.180000000000000000e+02,9.159317548612136983e-01
5.190000000000000000e+02,9.157255676149878010e-01
5.200000000000000000e+02,9.155194009944360722e-01
5.210000000000000000e+02,9.153130315959312480e-01
5.220000000000000000e+02,9.151067506677285079e-01
5.230000000000000000e+02,9.149002750989578825e-01
5.240000000000000000e+02,9.146938165561078193e-01
5.250000000000000000e+02,9.144871344819314185e-01
5.260000000000000000e+02,9.142804253070841991e-01
5.270000000000000000e+02,9.140734483201142790e-01
5.280000000000000000e+02,9.138664129062539221e-01
5.290000000000000000e+02,9.136591924669342779e-01
5.300000000000000000e+02,9.134518999834869701e-01
5.310000000000000000e+02,9.132442729893025524e-01
5.320000000000000000e+02,9.130365738624828253e-01
5.330000000000000000e+02,9.128287287971534880e-01
5.340000000000000000e+02,9.126207432880628634e-01
5.350000000000000000e+02,9.124125864244464479e-01
5.360000000000000000e+02,9.122045253524927455e-01
5.370000000000000000e+02,9.119961841478025910e-01
5.380000000000000000e+02,9.117878854731787941e-01
5.390000000000000000e+02,9.115795487266712405e-01
5.400000000000000000e+02,9.113710561442674996e-01
5.410000000000000000e+02,9.111626575832457720e-01
5.420000000000000000e+02,9.109540479116102762e-01
5.430000000000000000e+02,9.107453121533574114e-01
5.440000000000000000e+02,9.105367551589875763e-01
5.450000000000000000e+02,9.103282033933441930e-01
5.460000000000000000e+02,9.101196914146463257e-01
5.470000000000000000e+02,9.099111521529381630e-01
5.480000000000000000e+02,9.097025773715056163e-01
5.490000000000000000e+02,9.094938543784074625e-01
5.500000000000000000e+02,9.092850198525086469e-01
5.510000000000000000e+02,9.090762979963894486e-01
5.520000000000000000e+02,9.088672237688338873e-01
5.530000000000000000e+02,9.086580410505176175e-01
5.540000000000000000e+02,9.084487930003486422e-01
5.550000000000000000e+02,9.082392265401230125e-01
5.560000000000000000e+02,9.080295268138243170e-01
5.570000000000000000e+02,9.078194097212777258e-01
5.580000000000000000e+02,9.076091501491118096e-01
5.590000000000000000e+02,9.073985333191521008e-01
5.600000000000000000e+02,9.071877101834352475e-01
5.610000000000000000e+02,9.069764316580982699e-01
5.620000000000000000e+02,9.067647060376025081e-01
5.630000000000000000e+02,9.065524618264056977e-01
5.640000000000000000e+02,9.063394966007886078e-01
5.650000000000000000e+02,9.061258539502665688e-01
5.660000000000000000e+02,9.059115634974974629e-01
5.670000000000000000e+02,9.056969647543328117e-01
5.680000000000000000e+02,9.054815156505132689e-01
5.690000000000000000e+02,9.052658098767606409e-01
5.700000000000000000e+02,9.050494375029186633e-01
5.710000000000000000e+02,9.048325821309107786e-01
5.720000000000000000e+02,9.046150662996180758e-01
5.730000000000000000e+02,9.043968646685434098e-01
5.740000000000000000e+02,9.041781673541460229e-01
5.750000000000000000e+02,9.039585073286422467e-01
5.760000000000000000e+02,9.037379889605797745e-01
5.770000000000000000e+02,9.035164274786224858e-01
5.780000000000000000e+02,9.032936934376785132e-01
5.790000000000000000e+02,9.030695577007638031e-01
5.800000000000000000e+02,9.028439871909965664e-01
5.810000000000000000e+02,9.026164363416201430e-01
5.820000000000000000e+02,9.023866895244956332e-01
5.830000000000000000e+02,9.021547491612098568e-01
5.840000000000000000e+02,9.019198985036507299e-01
5.850000000000000000e+02,9.016819537416381758e-01
5.860000000000000000e+02,9.014400839751184336e-01
5.870000000000000000e+02,9.011940044143208484e-01
5.880000000000000000e+02,9.009429799103929604e-01
5.890000000000000000e+02,9.006861491517996754e-01
5.900000000000000000e+02,9.004219863891796960e-01
5.910000000000000000e+02,9.001496250770630869e-01
5.920000000000000000e+02,8.998665741964396725e-01
5.930000000000000000e+02,8.995701976711383274e-01
5.940000000000000000e+02,8.992579054685412299e-01
5.950000000000000000e+02,8.989250752156847657e-01
5.960000000000000000e+02,8.985653459545406285e-01
5.970000000000000000e+02,8.981730775272974698e-01
5.980000000000000000e+02,8.977483785299356089e-01
5.990000000000000000e+02,8.972990382236023521e-01
6.000000000000000000e+02,8.968410762136727055e-01
6.010000000000000000e+02,8.963963422571388229e-01
6.020000000000000000e+02,8.959836887060605992e-01
6.030000000000000000e+02,8.956127231930075538e-01
6.040000000000000000e+02,8.952844967955152500e-01
6.050000000000000000e+02,8.949935354069020743e-01
6.060000000000000000e+02,8.947344366806806448e-01
6.070000000000000000e+02,8.945022890820252259e-01
6.080000000000000000e+02,8.942925787475467514e-01
6.090000000000000000e+02,8.941017111515683347e-01
6.100000000000000000e+02,8.939267691868706400e-01
6.110000000000000000e+02,8.937655263542165773e-01
6.120000000000000000e+02,8.936167795363354482e-01
6.130000000000000000e+02,8.934791586169952282e-01
6.140000000000000000e+02,8.933520644633221597e-01
6.150000000000000000e+02,8.932351010992015672e-01
6.160000000000000000e+02,8.931274867048064614e-01
6.170000000000000000e+02,8.930286097920427935e-01
6.180000000000000000e+02,8.929373104421367557e-01
6.190000000000000000e+02,8.928525777080366099e-01
6.200000000000000000e+02,8.927736391686870165e-01
6.210000000000000000e+02,8.927000183008886314e-01
6.220000000000000000e+02,8.926314655609834947e-01
6.230000000000000000e+02,8.925674468948228135e-01
6.240000000000000000e+02,8.925079622493682363e-01
6.250000000000000000e+02,8.924523426277005678e-01
6.260000000000000000e+02,8.924010288474473196e-01
6.270000000000000000e+02,8.923536618153565803e-01
6.280000000000000000e+02,8.923102034889964784e-01
6.290000000000000000e+02,8.922705683106074703e-01
6.300000000000000000e+02,8.922349341106964316e-01
6.310000000000000000e+02,8.922034254221516969e-01
6.320000000000000000e+02,8.921760879357749641e-01
6.330000000000000000e+02,8.921530961051375996e-01
6.340000000000000000e+02,8.921344807306516023e-01
6.350000000000000000e+02,8.921201398683569206e-01
6.360000000000000000e+02,8.921099637039233698e-01
6.370000000000000000e+02,8.921028988475405708e-01
6.380000000000000000e+02,8.920969923107272548e-01
6.390000000000000000e+02,8.920881553970168021e-01
6.400000000000000000e+02,8.920695488992200772e-01
6.410000000000000000e+02,8.920336800526886822e-01
6.420000000000000000e+02,8.919744973788171771e-01
6.430000000000000000e+02,8.918909906018585021e-01
6.440000000000000000e+02,8.917858270715001145e-01
6.450000000000000000e+02,8.916632339356754811e-01
6.460000000000000000e+02,8.915272253795937241e-01
6.470000000000000000e+02,8.913809650052447742e-01
6.480000000000000000e+02,8.912272664723127624e-01
6.490000000000000000e+02,8.910677948802945281e-01
6.500000000000000000e+02,8.909044627189739440e-01
6.510000000000000000e+02,8.907381985837791172e-01
6.520000000000000000e+02,8.905698636247411093e-01
6.530000000000000000e+02,8.904002911057913305e-01
6.540000000000000000e+02,8.902299624501734954e-01
6.550000000000000000e+02,8.900594456406469845e-01
6.560000000000000000e+02,8.898890772304783869e-01
6.570000000000000000e+02,8.897188281195025361e-01
6.580000000000000000e+02,8.895492204908451717e-01
6.590000000000000000e+02,8.893799974855537416e-01
6.600000000000000000e+02,8.892114935725334846e-01
6.610000000000000000e+02,8.890437312947808701e-01
6.620000000000000000e+02,8.888764302007876594e-01
6.630000000000000000e+02,8.887099080870537460e-01
6.640000000000000000e+02,8.885439588411595535e-01
6.650000000000000000e+02,8.883786875526576976e-01
6.660000000000000000e+02,8.882139271834963434e-01
6.670000000000000000e+02,8.880498342382763255e-01
6.680000000000000000e+02,8.878860494931808400e-01
6.690000000000000000e+02,8.877225774326326091e-01
6.700000000000000000e+02,8.875595507480866786e-01
6.710000000000000000e+02,8.873964504370907003e-01
6.720000000000000000e+02,8.872334010442830543e-01
6.730000000000000000e+02,8.870704599524590339e-01
6.740000000000000000e+02,8.869074672731848130e-01
6.750000000000000000e+02,8.867443909486427689e-01
6.760000000000000000e+02,8.865811307648135964e-01
6.770000000000000000e+02,8.864176224374933355e-01
6.780000000000000000e+02,8.862537374355327069e-01
6.790000000000000000e+02,8.860895270310525929e-01
6.800000000000000000e+02,8.859247430718730776e-01
6.810000000000000000e+02,8.857593391082317913e-01
6.820000000000000000e+02,8.855932340910172007e-01
